,text,label
12875,"nice ambience good location tiny shower, just returned visit italy chance stay hotel pagnini florence, situated fairly quiet street near river short 15 min walk train station, aware addresses montebello little strange went renumbering places old addresses shown ended ringing doorbell residence learned hotel located block middle, staff friendly courteous, continental breakfast croissants coffee fruit served morning, rooms shared triple pretty spacious, room antique feel old world furniture, bathroom nice main complaint small shower stall, roughly 3'x'3 surrounded shower curtain tended stick trying maneuver, curtain did n't help contain water basin ended water floor time, worst shower encountered trip, nuisance recommend hotel warmth charm, plus try restaurant street hotel, unfortunately escapes begins m excellent recommendation staff featured tuscan-styled meals, good ended having dinner twice time memorable, pizzeria street really good,  ",1
12874,"extremely clean friendly owners just returned week long stay hotel pagnini, close train station 10 minute walk close city centre 10 minute walk-the direction close shops street quiet courtyard view essence no view quiet adults 10 year old girl, airconditioning room great lift big suitcase save lugging stairs, staff hotel pagnini extremely friendly professional, breakfasts basic plentiful, just ham cheese apples cornflakes cereal, lovely fresh brewed coffee cappachino breakfast.the hotel pleasant respite city florence quite smelly dirty teeming beggars illegal street vendors, single building charge admission food prices high compared places stayed italy rome naples sorrento pisa venice lucca people hotel pagnini staff rude, restaurant actually menus table not overly surprised stood left.easy day trips florence ended doing days, lucca beautiful venice breathtakig expect, italy beautiful florence not good example unless student art,  ",1
12873,"nice accommodations stayed nazioni 2004. location convenient perfect easy walking to/from train station sights busy street, luckily room room nice quiet, room general great modern big bathroom comfortable bed nice blackout curtains, breakfast good staff consistently trouble coffee/chocolate machines, cities stayed italy vacation expensive, worth, slept safe location meant easy touring, say yes,  ",1
12872,"pleasant surprise, just got, rooms little small clean modern, reviews mention shower stall little strange towels like large restaurant napkins, things true really trip florence ruined stuff like, like want reasonably priced clean safe convenient location place, want cookie cutter marriott hyatt stay, little worried read regarding shady characters supposedly hang train station door, joke, come new york true shady characters, day little noisy facing train station did n't disturb daily nap evening sleep sensitive noise request room away station, desk lovely accomodating, breakfast ok not great, overall really great place stay,  ",1
12870,"good hotel great staff just returned florence rome delle nazioni hotel quite adequate not good, reading negative reviews quite skeptical staying hotel, room bed good not great goood, staff helpful, breakfast room offered quite variety foods, coffee selection great, combining cappucino expresso got pretty good cup coffee, want bacon eggs not choice stay elsewhere.i highly recommend hotel, great location navigating florence foot,  ",1
12869,"great value modern hotel florence recently stayed 3 nights delle nazione, really good deal total including breakfast, location convenient main station little walk town gets bit 3 return trips day, hotel rooms modern little small ones noisy particularly windows open open warm a/c does not come june temperatures 25c, staff really helpful polite speak good english, breakfast basic ample choice cereals breads meat cheese yoghurt wide range coffees, free internet available request,  ",1
12886,"wonderful time group 8 ladies staying 4 x twin bedded rooms hotel 3 nights february 2008. rooms lovely, extremely clean comfortable, bathrooms small perfectly adequate spotless, hotel just minutes walk metro eiffel tower.it extremely conveniently situated small street, did not experience noise night quiet, having said no shortage restaurants area easy walking distance served lovely food, hotel served breakfasts chose use little cafe closeby cheaper.the reception desk open 24/7 arnaud friendly helpful, stay wonderful no hesitation returning hotel,  ",1
12888,"does job stayed nights rick steves advice, staff helpful, got great directions maps asked received vouchers seine cruise checked, croissants coffee morning little breakfast area, tiny little elevator provided room people suitcase, room 64 perfect view eiffel tower, double bed took room bathroom small, shower small pick fallen bar soap, cleaning ladies absolutely charming, sang bon jour greeted morning, heard singing alternate lines french melody cleaned bathroom beds, overall hotel served purpose,  ",1
12889,"charming hotel great neighborhood trip paris wonderful, bit nervous treated relieved haven long day travel, received warm welcome soon twin room booked, small immaculate appointed quiet building, happy location easy strolling distance eiffel tower corner market cheap snacks bottled drinks shops cafes short walk metro 69 bus louvre pont d'alma rer rue cler, best felt real neighborhood local residents going daily business escorting children nearby school shopping hurrying bikes scooters work play.hotel londres eiffel thank wonderful staff making stay pleasant, hope return someday,  ",1
12890,"wonderful experience stayed hotel londres eiffel 5 nights, room clean tidy everyday, enjoyed cleanliness bathroom, entire staff spoke english extremely helpful transportation needs, definitely stay recommend interested staying lovely boutique hotel near eiffel tower,  ",1
12891,"classy hotel experience staying hotel nothing short perfect, staff extremely friendly helpful, accomodations clean comfortable charming, location hotel londres-eiffel great site seeing shopping sipping vin rouge shadow eiffel tower, lost east pillar eiffel tower visible lets know home away home, definitely,  ",1
12892,"nice pleasant hotel well-located husband stayed rick steves one-week tour paris, hotel nice clean, rooms small nicely kept, bathroom larger expected based reviews read, nice shower excellent water pressure room 35 floor, hotel small elevator stairs, breakfast nice breads cheese fruit yogurt juices coffee etc.staff nice weather 90s days visited paris hotel nice care husband request ice afternoon.the hair dryer provided did job did not unpack did not need power adapter brought dryer unit 110-volt us-style electrical plug used charging husband shaver camera battery.i n't think better location hotel located close enjoys benefit quiet street, able use internet small room looked like phone booth lobby nice check email keyboard french means keys located odd places americans adapted.we definitely stay visit paris again.on entirely separate note myth french not friendly just not true, went pleasant experiences, friendly kind treated manner learn french phrases just trying,  ",1
12893,"perfect stay great neighborhood wife stay hotel londres eiffel nights march year anniversary trip, stayed rue cler area remains favorite base paris trips, arrived no reservation not problem march stayed double room view tower sixth floor room 64 120 euros night, rooms closer street no view budget friendly 95 euros night, room nicely appointed best bed europe real pillows plus, bathroom wonderfully modern spotless, room mini-fridge small flat screen tv, employees hotel friendly helpful questions, breakfast included room price extensive paris, meats cheeses cereal yogurt juice course plenty bread, free internet access lobby perk, hotel minute walk eiffel tower minutes nearest metro stop, area littered reasonably priced restaurants, cafe constant door hotel great quick cheap meal tired rainy, check pizza tina great pizza good price welcoming atmosphere,  ",1
12894,"friendly clean excellent small boutique hotel minutes walk eiffel tour, wonderful breakfast decent prices minibar items, extremely clean safe enviroment updated rooms, lots shops markets 2 block radius, stayed 2 year olds week staff n't friendly boys, price amazing quality hotel,  ",1
12895,"perfect absolutely fantastic, staff extremely helpful hotel excellent location, recommend hotel visiting paris,  ",1
12896,"sweet hotel, read negative review hesitated booking hotel, glad ignored ended, staff friendly helpful room recently renovated extremely tasteful comfortable hotel near tranquil, stars,  ",1
12897,"great service charming accommodations stayed week rick steves tour additional days beginning tour additional days end, staff friendly helpful finding doctor needed, look forward staying,  ",1
12898,"excellent choice paris stay paris 25th wedding anniversary immensely pleased londres-eiffel, moment arrived greeted madame prigent staff wonderful, booked rooms view eiffel tower n't disappointed, room considered small american standards expect europe, draw aside view queen size bed unusual european hotels, neighborhood great real slice true paris, 2 bakeries nearby certainly did n't hurt, area home wonderful restuarants, sergio italian tables du mars just wonderful places ate 2 weeks, feel urge 2 laundromats close, just case n't want wag dirty clothes home, londres-eiffel provided wonderful place stay compliment memories, hoping stay,  ",1
12899,"fantasic holiday boyfriend just returned stay sirenis tropical suites went week quite happy stay lot longer.we stayed room h006 ground floor terrace balcony based near main path private, room little tired warnout places beds comfy room clean overall no reason complain, maid friendly dissapointed got animal shaped towels flowers couple got chatting got flower petals thier bed everyday different towel arangements block maid obviously thing not fault staf hotel friendly happy assist anyways did esp barmen leave tip visit bar did drinks alot quicker rest week, recommend cocktails think boyfriend worked way entire list.the buffet restuarant breakfast lunch dinner huge problem finding sit staff filling glasses water wine little thing say hungry im quite fussy eater big varitey happy.the pool beach lovely actually believe quiet hotel sunlounger free fact swap towels asoon wet dirty plus swim bar great place meet different people real socialising place.the time hotel busy weekend locals mainly just stayed friendly.you wll bored evenings entertainments team work hard shows everynight dirty dancing greese speak nearly 5 languages dont feel left friendly getting invoved things energetic dont know loved hotel week definelty going fantasic holiday,  ",1
12901,"great value just returned sirenis tropical suites aug 1/08, hotel clean maintained pointed countryside quite far airport, not bad thing looking relaxing place away congestion popular hotel areas, tours excursions longer, suite clean furniture linens little worn, washroom renovated hot water lots water pressure available.the beach nice clean lots palm trees huts shade blistering summer heat, no problem finding shady spot went beech best ones guaranteed arriving 7:30 am.as mentioned jade steakhouse quite good easily booked follow booking instructions, buffets typical type resort adequate unless extremely fussy, beech barbecue lunch nice took food nearby buffet mexican restuarant night salads sit inside sun, crepes heard english visitors pancakes soft ice cream cones sundae toppings available, barbecue chicken quite good.we took bucaneros tour jet boats snorkelling quite fun drive boats long rough open truck tour picks in.there free internet lobby area laptop wifi device, speed pretty fast, just ask desk free access card thanks prior poster tip hotel did busy weekend locals cities dominican, quite loud dominated pool bar lobby bar did not hinder enjoyment resort,  ",1
12903,"fantastic place fiancee just returned 1 week sirenis tropical suites arrived got coach thought wow looks like beautiful hotel checking went room p001 tropical left luggage bell boy got room air-con not working long flight overall long trip looking forward getting cool room way long story short asked said no problem wait bell boy bring bags 45mins waiting went looking asked long said 5 mins tipping took way check bags new room given c001 lol suggest anyopne long journey just want changed drink manage suit cases dont wait bell boy.the rooms tropical great spacious nice bathroom living area 2 queen size beds small patio area, kept clean daily fridge kept topped water pops.the complex thought beautiful clean tidy maintained.the pool large 2 swim bars no problem getting served didnt use stayed beach more.the beach nice want better word wish people smoke common sense ends cup throw bin opposed leaving beach, say nice dont like compare try holiday face value beaches north beaches cuba thought better particular beach sea little ruff east carribean meets atlantic north island calmer seas easily possible swim snorkel though.the food great went hill 2 days fantastic trips mo 3rd day fiancee shall say upset stomach 4th day little better thought just 24hr thing 5th day came thing 6th day fiancee hand better little quicker cos home 27 july day n't loo stopped drinking got bad 1st time pretty sure ate heard 2 families lady said husband daughter hospital fair did n't hear reason did n't think polite ask not food family similar complaints, time carribean bad stomachs just unlucky trips lazy day catamaran best trips day paid 94 money spent cuba libres drink crew cats great really friendly entertaining.reef explorer swim sharks stingrays ok thought little rushed took hour 3 hours fit activities hour hotel price like said rushed.bavaro splash speed boats snorkelling great trip short boats 10 mins snorkelling ground thats 40 45 mins speed boats 10 mins hotel.isla catalina didnt trip spoke couple did spoke lady plane ride home agreed n't good money said amphibious vehicle did 10 min stint river said travelling actually trip beach stop isnt good sirenis thats said anyway.the bad thing think complex food just bad luck disco think inclusive means just disco nice size plays desent music pay drinks dont understand drinks bars charge just letting know, good resort, dont think going particular resort,  ",1
12904,"nice, just got really fun vacation punta cana, lengthy review hope helps, expect fiance seasoned travellers stayed multiple all-inclusive resorts caribbean, ups downs thing really appeared point trip punta cana airport hotel, read reviews thought driving exaggeration n't, sirenis tropical/cocotal approximately 1 hour drive airport roads not seen touch maintenance inception years ago, like trying drive swiss cheese hour mad swerving bus vehicular obstacles way boot, lady actually ill bus motion sickness, fiance enjoyed scenic ride n't bothered motion sickness n't bad, moral story, afford extra 50 cab airport, worth sure individuals resort told use time makes tremendous difference, arriving hotel epic journey massive relief, greeted welcome cocktail check-in no problem, bags taken delivered rooms automatically noticed immediately no hovering pressure tips gotten resort, gave meandered room, rooms booked tropical suites resort, essentially cocotal suites separate living room television nice wants crash earlier room separate door bedroom closed quiet, rooms nothing particularly fancy clean quite spacious, mini bar stocked daily pop water, television stations plenty english selections movie networks appreciated couple days torrential downpours did n't feel like leaving room hours, stayed q block closer beach main resort, quite trek main lobby bar areas close pool, room kept clean time brought little dollar store goodies maid left day tipped day days did not did n't matter came quality maid service.i point night came home late floor bedroom completely utterly covered bug wings, disgusting bizarre did not leave door open left light leave leave room extended periods make appear occupied, immediately called desk panic man reception annoyed told happens leave light, did immediately send clean vacuum room spray outside doors, took 15 minutes zero evidence amiss finished, really wanted room change exhausted switch rooms bug situation completely localized floor area sucked stayed night, morning maid thing mopped changed linens, absolutely not single mosquito room remainder trip following experience, situation, relatively laid attributed situation tropical country ample supply bug-life not lack vigilence cleaning service, quite bizarre doors windows appear seal closed, suppose thing just lights, things note plenty hot water, room service free nolitours package ordered lark selection quality no different buffet, lazy nice option, food came off-season result buffets open breakfast, main beach buffet open lunch not dinner, buffet fare standard 4 star resort items delicious not, fresh grilled fish ate meal yummy, just prepared not eat fresh vegetables week, veggies steamed point like mushy baby food nearly deep-fried including bacon, not resort recommend high cholesterol, went la cartes mexican steakhouse japanese italian, absolutely no problems reservations fact off-season, japanese really good best lot, really italian quite disgusting pizza little bit palateable, steakhouse ok ate burger not steak fan, group enjoy steaks, note spoke food poisoning situation eating mexican restaurant, did n't meal turned fried arrived table dishes not, got ill buffet people ignore fact extremely hot climate means food spoil easily, stay away eggs mayos dairy milk alfredo sauce meat improperly cooked includes cold cuts, rule thumb years gotten ill. best buffet lunch beach buffet bbq pit serve exactly fare buffets popular nonetheless, snacks night actually delicious served lobby buffet wide selection pizza taters toast cold cuts fruits, alcohol negative alcohol served midnight despite brochure told, did n't want drink faces contrary complaining like able glass wine past midnight occasion way casino gamble provide drinks, disco charges alcohol not let bring drink disposed prior entry really obnoxious, terms alcohol watered challenge dispute, premium alcohol available asked feel not provided, alcohol situation not necessarily major complaint drinks plentiful tasty annoyance nonetheless, entertainment went, somewhat entertaining 15 minutes handful british guys hogged stage acted obnoxious rude performance staff, big group prepared participate entertaining, went night avoided rest time, terms daytime entertainment participate ca n't comment people really enjoying, beach nice not perfect, expecting white sand yellow, soft clean swept daily available chairs palapas choose, did n't annoying chair-reservers resort season refreshing nonetheless, water warm clean brought goggles snorkling gear provided resort free hour intervals treated sights schools tropical fish sizes colors swimming rock formations, speaking rock formations plentiful, parents monitor children, better water-shoes, bashed feet legs occasions, coral problem swimming zones, spent hour floating soaking sun issue, worse, miscellaneous sirenis far end bavaro strip closest resort 40 minute walk beach, resort dreams, lovely, walked day took wristbands n't identify n't resort wandered day just soaking lovely grounds pools, dreams unlike resort pack people seemingly americans lively atmosphere, walk dreams best, beautiful walk away civilization makes really feel tropical experience, halfway beach little tourist gift shack buy items exactly gift shops immediate resort half price, bought bottle rum necklace ornaments 11, rum resort shops 12-15 extremely difficult negotiate, speaking shopping encountered aggressive salespeople bad vendors morocco saying, refuse prices individual items try buy inflate price considerably outrageously act horrified tell expensive, guy actually tried sell necklace shell 150.00, n't force resort like hotel vendor gentleman told canadians lookie lookie time no buy, turned huff refused, huh, supposed negotiate successful stressful experience, need place mentioned, grab bottle mamajuana delicious supposedly aphrodisiac bug spray not issue day legs got eaten alive evening, malaria dr good idea extra cautious, basically, long know, aside horrific service come love respect air transat not trip just great airport personel pc atrociously rude attempt money check n't baggage limit knew not told tell pay credit card gate receipt, 9/10 wo n't pay wo n't ripped, n't count deals duty free stores better purchasing resort airline, good resort, not fantastic good, solid star, dr probably try 5 star time, true say pay, lengthy detailed hope helps, thanks amazing couple k guys helped make trip fab,  ",1
12905,"worth penny resortthe resort beautiful say big easy, theres 20 two-story villas resort, closer lobby closer beach perfect, rooms kept cleaned day, room staying nice living room couch chair standard size bathroom nice bedroom accommodated people nicely.foodthe food opinion good, guess category depends picky person, not picky dishes buffet liked, remember good look buffet slap plate, 6 la carte restaurants ones went nice, recommend jade japanese la cincetta italian animation team/ entertainmentthese guys trip blast, energetic talented friendly funny work hard morning late night, shout outs spaghetti eddie murphy chico rico, night guys night got crowd participating rocked, dancing acting singing joking around.there casino fun, played bit slot machines fun, drinks included casino playing games, definitely nice casino nicely air conditioned good meeting spot night.activitiesthe day activities probably things enjoy trip, option doing activities hotel expensive walking beach seeing offered activities, ended getting lucky guy named ramon offered activities better price hotel, prices better planned rest activities excursions, definitely recommend anybody wants save little money excursions paul ramon, left beach usually just hanging right little shops.overall great trip recommend everybody,  ",1
12868,"average reasonably priced hotel delle nazione stayed hotel delle nazione 16th-20th 2005 having booked expedia cost room night, booked double room stay given triple room floor rear hotel, room spacious people quiet, bathroom large reasonably clean, not view bedroom interested seeing florence surrounding region foot, hotel situated literally minutes walk main train station santa maria novella bus stop right outside hotel, did n't use bus taxi services stay not comment links main tourist attractions hotel 15 minutes walk duomo ponte vecchio areas, area immediately surrounding station unsavoury characters case main train stations areas okay, staff friendly helpful reviews pointed free internet access terminals, breakfast hotel available self-service buffet style 7am 10am comprised cereals breads cheese meat coffee tea, recommend hotel budget conscious travellers accomodation prices florence expensive, reasonably-priced hotel delle nazione offered service expected 3-star rated hotel added advantage close proximity main train station wishing tuscany rail walking distance major tourist attractions,  ",1
12864,"great location-lovely staff stayed hotel 2 nights visitng europe great exprienece, located block away artesia eurostar trains walking distance duomo uffizi gallery, did not use tranportation walking distance, rooms pretty spacious europe clean, staff awesome, catered need did not need phone card allowed place calls receptionist area, internet located lobby hotel free, student extremely convenient, contiental breakfast pretty good offered variety foods, n't discouraged exterior good hotel stay,  ",1
12863,"lovely hotel opposite main train station literally 2 min walk, outside does n't look soon enter complete different story, modern neat, staff friendly knew exactly doing provided good efficient service, rooms spacious bright bathroom little small, breakfast good, internal decor nice.its good base explore florence walked everthing close walkable no need taxis buses, having station opposite useful day trips went pisa siena definitely reccommend others.all hotel lovely definitely stay,  ",1
12837,"cheap cheerful booked place rugby world cup game city really booked, place great location great links metro, rooms basic clean, suggest spending extra euros double, great view eiffel tower window bonus, breakfast fine staff friendly, overall couple nights place fine,  ",1
12818,"good choice excellent location close touristic spot surrounded restaurants bars.of course bit noisy night busy area out.rooms clean decoration great.staff helpful.very good choice madrid,  ",1
12819,"yes excellent stayed 16-20 april room 112 alias room 7 webpage black-and-white payed 63 euros night perfectly clean room shower bath tv fridge air conditioning windows did prevent city immense noise getting, staff friendly check-in check-out somewhat invisible rest stay, did fresh towels not daily basis details remained unclear, elevator working did not appear reassuring, friend madrid came pick hostal said definitely recommend visitors.it centrally located yes nearest cafes bars restaurants welcome tourists, head madrileno not walk puerta del sol instead walk uphill plaza santa ana calle del prado great variety places eat drink,  ",1
12820,"fantastic place stay, excellent location lovely clean rooms, lift, rooms excellent value money windows double glazed no problem noise night, highly recommend,  ",1
12821,"excellent hostel hostal central location lively old crowded somewhat dark chaotic madrid, inside different world light airy quiet modern, rooms air conditioning fridge wifi no elevator not use, place great value money recommend,  ",1
12822,"quite peaceful wife choose place honeymoon say feel satisfied service prompt response requested service, stayed total 4 nights, weather did not cooperate did n't ruin special stay hotel, little problem ac day immediately fixed brand new equipment, staff nice servicing, pool awesome, not expect beach, view sunsets die, definitely pay, watch food prices hotel, exuberant, food tried good taste portions looks, stayed fifth floor room good size balcony breathtaking sea view, really want ocean view make sure floor bellow packed palm trees blocking view, gym check, game room, satellite tv worked fine storm came considered totally ok, did n't laptop did n't relating wireless internet hotel.i mention best food italian restaurant just outside hotel, believe called el bambino, try, food quality presentation prices excelent recommend hotel looking quite modest stay partner family,  ",1
12824,"great price, recently stayed rincon seas nights, hotel clean staff amazingly accomodating friendly hotel certainly not 4 5 star hotel, frequent travelers husband agreed staff probably friendliest helpful staff hotel, rooms quite tired dated hotel reasonably priced breakfast included not unhappy stay, beach lovely pool area strap chairs quite worn need replaced, pretty quiet happy told season busier november, looking low key inexpensive resort probably happy hotel, looking luxury not, great place relax,  ",1
12825,"great experience average hotel party 10 great time average hotel presidents week feb 2007. accommodations not luxurious means well-worn furniture limited restaurant choices/menu spotty front-desk service loved super friendly staff expansive shallow pool beach location, trip rincon wo n't last.all-in-all rincon seas average area perfect group, teenagers used free wireless internet lobby free wired internet rooms bring cat 5 jumper little guys fun pool playground chasing geckos enjoyed beach breathtaking sunsets, beach cabana regular room opened pool level, paid little extra really enjoyed able come pool level directly room patio door card reader lock rincon wonderful area visitors old traditional puerto rican lifestyle touristy items like good restaurants bars parasailing world-class beaches, note emphasis rincon surfing big waves not floating calm waters, swimming beaches far water murky green turquoise.lastly review lamented guests new york middle class overweight families kids ny city firemen wonderful people proud share time,  ",1
12826,"great family get-away looking moderately priced hotel thanksgiving teenaged son needed days total rr away school, told sleep 5 days essentially did, chose hotel looking reviews site speaking friend born pr returns vacation annually, recommended rincon area beaches hesitation, criteria 1. easy plane flight nyc area 2. easy ground transportation hotel airport 3. comfortable clean hotel good beach good pool good food finally 4. reasonable prices.we flew jet blue jfk aquagilla taxi delivered hotel 30 minutes landing, no customs no immigration excellent roads large modern taxi, hotel 120 rooms facing interior courtyard garden restaurant pool, large suite huge balcony 3rd floor facing ocean garden, price suite rooms allowed socialize comfortably son maintain degree privacy, rooms clean modern tasteful, bathroom large immaculately clean separate room toilet facilities, refrigerator bar area, gardens lovely lush, son able spend good deal time day asleep hammocks gardens getting sunburned, pool huge shallow just waist deep average female frame, beach hotel surrounding properties told erosion significant past 30 years virtually eliminating beaches area, sunsets spectacular, dining acceptable totally undistinguished, simple colorful local restaurant street, grocery store located 10 minute walk hotel carried line supplies including liquor, town beach longer walk do-able kyak rentals, did n't surfing beaches rincon known wonderful surfing people airport boards, summary got paid relaxed spent minimal time travelling deal long government lines time, avoid spring break bartender said n't hesitate return uncomplicated break routine,  ",1
12827,"15 felt like king, 15 years old living puerto rico months, not fun staying rincon seas.since school dad works time, kind hard hotel road views worth ride, entrance beautiful lobby feels like palace, workers nice serviceable.plus hotel gift shop arcade, rooms super clean balcony view not better, believe, rooms 29 tv high speed internet, stayed 5 days 4 nights.the outdoor pool shallow relaxing.the food awesome restaurant outdoor cafe, chefs cook right make feel like king no matter, 15 meals repeated like 3 times meal, breakfast lunch dinner 5 day stay, best beach right pool restaurants, saw astonishing sunsets whale watched saw whale far away snorkled hours, bought boogie board near-by surf shop awesome experiance great waves, lot hotels island none cool rincon seas, anyday,  ",1
12828,"good location happy choice hotel nicolaas witsen, staf reception gave warm welcome stay 5 nights like home, room new comfortable, stay lot hotels europe beds hotel best till far, breakfast good especialy included, really recommand hotel everybody,  ",1
12829,"hotel nicolaas witsen amsterdam hotel looking, clean tidy conveniently placed peaceful, short walk canals brought city centre trams available, hotel nicolaas witsen staff friendly obliging price sensible, connexxions airport shuttle reliable delivered hotel returned airport hassle, easy walking distance hotel good eating places vamos ver govert flinckstraat eetcafe street waaghals vegetarian restaurant frans halsstraat, city extremely interesting little dirty, shortage public conveniences permanent city maps useful, thank people amsterdam friendliness senior citizens, mr mrs w denmark april 2007,  ",1
12834,"second visit satyed september year great time, deicded visit paris no hesitation book more.the hotel fantastic location metro just yards door, allows easy cheap transport paris.i ca n't reccomend metro highly, cheap buy carnet tickets book punctual clean safe, currently going major refurbishment moment occasional station closed free busses laid onstaff hotel brilliant, desk staff extremely helpful english far better french hand help, domestic staff great job, cheerful rooms cleaned new towels day.the rooms freshly decorated lift new lovely smell leather new furniture reception.within 5 minute walk loads cafes resturants fruit shops small supermarkets pharmacies.all major tourist attractions no 15 mins metro away.for money hard pressed better, perfect base,  ",1
12835,"good value perfectly fine stayed hotel innova 2 nights mid-february, took air france bus charles degaulle montparnasse train station walked hotel maybe mnute walk, hotel good safe neighborhood short block pasteur metro station, took metro, rooms double bed husband twin beds teenage daughters, rooms small twin room little bigger, rooms bathrooms clean picky kind thing, common areas hotel little worn clean, breakfast good little expensive, mornings fast easy, ate dinner night neighborhood not-too-great pizza place better options, liked neighborhood not touristy, fascinating watch real parisians area hurrying work morning, definitely stay hotel,  ",1
12836,"recommended stayed 3 nights january definately stay, hotel spotless room looked recently redecorated, n't huge room paris standards plently big 2.the breakfast unfornately n't buffet style sit plate croissant small baguette pastry, lady bring coffee tea chocolate, help cereal yoghurt juice, metro opposite not far train station. 5 minutes, loads restaurants 10 minutes walk, area pretty safe too.overall happy stay reason n't stay stay central area,  ",1
12838,"great clean friendly little spot montparnasse wow stayed hotel innova montparnasse business district paris loved easy airport train euros airport metro 1.25 euros stops 6 line pasteur station just steps hotel manager hotel exceptionally friendly nice room massive clean modern bathroom.the evening clerk friendly helpful.the room small did n't sit room.it easy walk n't like walk metro right easy use.we loved, stay innova vik,  ",1
