,text,label
39336,"Nice movie with a great soundtrack which spans through the rock landscape of the 70's and 80's. Radiofreccia describes a generation, it describes life in a small village near Correggio (hometown of Ligabue, the singer who wrote the book that inspired the movie), it describes life of young people and their problems relating to the world. It reminds of Trainspotting, with a bit of Italian touch.",1
1299,"The eighth, and thus second-to-last short of the Animatrix ones, this is the only one quite like this. This takes two of the main types of filmed entertainment inspirations of The Matrix, and combines them unbelievably well. This is immensely faithful to the trilogy in that aspect, the tone. The animation is a gorgeous, breathtaking Animé. The style, which is omnipresent in this, is Noir. The plot is fitting, and the story-telling, as well, as the music, is spot-on. The sound in general is fantastic, and really helps solidify the mood and atmosphere, along with the drawings and designs. The voice acting is impeccable. This is one of only two where people also in the movies reprise their roles, and both have Anne-Moss, who is the only of them appearing in this. This is one of the best of the nine, and also one of my personal favorites. This is about ten minutes long. The pacing is perfect. It never slows down terribly much, but it's not overwhelming, either. The ending could not have been more appropriate for this. This shares a nine and a half-minutes long making of with Kid's Story, and it's well-done and informative. I recommend this warmly to any fan of the universe and the two genres that this is made up of. 8/10",1
39328,"This movie changed the art of film making, telling a complex story in a powerful new way. The film mixes brutal realism with fantasy, intercutting a modern war with strange scenes full of technicolour smoke. The film uses music not as a score laid in later, but as a practical part of the scene playing from speakers, radios etc. Coppola uses a classic piece of literature as inspiration, taking scenes and characters, and putting them into entirely different surroundings. That is a tricky and brave thing to do. Then he takes a superstar, Brando, pays him a fortune, and films him so that you can barely see his face. The pure guts that such a move requires is astounding, and it works beautifully. This movie belongs in the top ten.",1
39327,"Even though this film is 11 years old, I just rented it yesterday, and I found it to be a really touching film. The story of true friendship in the face of a very real monster is an inspiration and quite touching.<br /><br />While I did not care much for the amount of language used by some of the young actors--especially from Renfro--I understand that art is imitating life. Renfro once again does a magnificent job of the rough-and-tough, very (and I mean VERY) disturbed wannabe bully (his role in The Client comes to mind), and Mazzello does a wonderful job of the witty, somewhat quirky, Dexter--a child who realizes that his life must end too soon.<br /><br />While there are so many touching and funny moments in the movie, I have to say that my favorite was when the boys were cornered by Pony in the abandoned church, and Dexter (Mazzello) cut himself, saying his blood was poison. While very resourceful, and somewhat amusing seeing a grown man running away from two little kids, it's one of the hardest scenes in the film.<br /><br />Definitely check this one out, but prepared with your Kleenex--you'll need it!",1
39326,"Our family (and the entire sold out sneak preview audience) enjoyed ""The Guardian"". Kevin Costner and Ashton Kutcher gave convincing performances as the fictional helicopter rescue swimmer characters Ben and Jake. After seeing this movie, you can't help but imagine how difficult it must be to graduate from the USCG helicopter rescue swimmer school and one day take part in real rescues.<br /><br />Even though this is a fictional movie, it delivered rather convincing virtues of team spirit, dedication and bravery exhibited by all the members of the actual U. S. Coast Guard.<br /><br />The special effects used to create the rescue scenes were incredible. You actually felt like you were taking part in a real rescue.<br /><br />I feel the movie could have been made without the ""Hollywood"" bar scene (when you see the movie, you might agree) since the real Coast Guard does not condone such behavior. <br /><br />Very entertaining, very action packed, definitely worth seeing. Thank you, U. S. Coast Guard and the REAL helicopter rescue swimmers, ""So Others May Live"". I'd highly recommend this movie to everyone.",1
39330,"I first saw Jake Gyllenhaal in Jarhead (2005) a little while back and, since then, I've been watching every one of his movies that arrives on my radar screen. Like Clive Owen, he has an intensity (and he even resembles Owen somewhat) that just oozes from the screen. I feel sure that, if he lands some meaty roles, he'll crack an Oscar one day...<br /><br />That's not to denigrate this film at all.<br /><br />It's a fine story, with very believable people (well, it's based upon the author's early shenanigans with rocketry), a great cast  Chris Cooper is always good, and Laura Dern is always on my watch list  with the appropriate mix of humor, pathos, excitement...and the great sound track with so many rock n roll oldies to get the feet tapping.<br /><br />But, this film had a very special significance for me: in 1957, I was the same age as Homer Hickham; like him, I looked up at the night stars to watch Sputnik as it scudded across the blackness; like Homer also, I experimented with rocketry in my backyard and used even the exact same chemicals for fuel; and like Homer, I also had most of my attempts end in explosive disaster! What fun it was...<br /><br />I didn't achieve his great (metaphorical and physical) heights though. But, that's what you find out when you see this movie.<br /><br />Sure, it's a basic family movie, but that's a dying breed these days, it seems. Take the time to see it, with the kids: you'll all have a lot of good laughs.",1
1285,"Hey now, yours truly, TheatreX, found this while grubbing through videos at the flea market, in almost new condition, and in reading the back of the box saw that it was somewhat of a ""cult hit"" so of course it came home with me. <br /><br />What a strange film. The aunt and cousin of former first lady Jacqueline Bouvier Kennedy Onassis live in this decaying 28 room house out on Long Island (Suffolk Co.) and share the house with raccoons, cats, fleas (eyow!) and who knows what else. Suffolk Co. was all over them at one point for living in filth and old Jackie herself came by to set things right. Anyway, this is one strange pair, Big Edie and Little Edie...Edie (the daughter) always wears something over her head and dances, sings, and gives little asides to the camera that rarely make much sense. Big Edie (the mother, age 79) apparently likes to run around naked, and while we do get hints of what that might look like thankfully this was tastefully (?) done to the point where we're mercifully spared from that. These women talk and talk and talk, mostly about the past, and it doesn't make a whole lot of sense, except to them. They live in absolute filth, cats doing their business wherever (""Look, that cat's going to the bathroom behind my portrait!""), and one bedroom appears to be their center of operations. If I close my eyes and listen to Big Edie's voice it reminds me very much of my own late aunt, who was from that area of the country and had that Lawn Guyland accent. One scene has Little Edie putting on flea repellent, lovely, you can see all the cats scratching all the time so the place must have been infested. The box refers to these two women as ""eccentric"", and I'd have to say in this case it is just a euphemism for ""wacked out of their gourds"", but this film is not without its moments where you truly feel something for them. This is equal parts creepy, sad, and disgusting, but I couldn't stop watching once I started. This is not my ""normal"" type of flick but I found it to be somewhat fascinating. It won't be for everybody though, guaranteed.",1
1324,"The beautifully engaging song with the same name as the film won the best song Oscar in 1955.<br /><br />Love is a many splendored thing.<br /><br />It's the April rose that only grows in the early spring.<br /><br />Love is nature's way of giving a reason to be living.<br /><br />That golden crown that makes a man a king.<br /><br />Once on a high and windy hill<br /><br />In the morning mist two lovers kissed and the world stood still.<br /><br />Then your fingers touched my silent heart and taught it how to sing.<br /><br />Yes, true love a many-splendored thing.<br /><br />How can we forget such a beautiful song. Henry King, the director, had the privilege to work with Jennifer Jones twice that year for this film and the greatly under-rated film ""Good Morning, Miss Dove."" Jones was nominated for ""Splendored Thing"" but she could have been easily nominated for Miss Dove as well.<br /><br />William Holden is just great as the war correspondent sent to report on the Communist revolution in 1949 China. His love for Jones, an oriental doctor, was endearing and so memorable to watch.<br /><br />While the ending is not pleasing, this is still one of the greatest romances ever put on the screen.",1
26316,"""Icky Flix"" is an excellent starting point for anybody with even a vague interest in the Residents. Most of their classic videos are present (although ""Earth vs. Flying Saucers"" and ""Don't Be Cruel"" are curiously missing), and the ""concentrates"" of their various CD-ROM projects offer tantalizing glimpses into how the orbed ones have been spending their time since they realized MTV was no longer putting them in heavy rotation (or, indeed, showing videos period).<br /><br />All of the videos on this compilation feature striking imagery and idiosyncratic music (with a choice of the original tracks and newly-recorded ones). And two of them -- ""The Third Reich 'n' Roll"" and ""One Minute Movies"" -- are in the Museum of Modern Art's permanent collection. Check out this DVD and find out why.",1
26317,"Swift's socialism and pacifism come through against all odds in this well done remake. (Did you know there is no hyphen after ""well""? Fact.) He meets warlike miniatures, socialist giants, head-in-the-clouds (literally) philosophers, and pacifist horses who rule over Yahoos -- nearly neanderthal humanoids. (Is that where ""yahoo"" came from?) We also meet the dastardly Dr. Bates, the devoted Mary Gulliver, the sweet and devoted son Thomas, and the full cast of a truly horrific 19th century lunatic asylum. Suspension of disbelief comes easily, and our 7- and 12-year-old girls enjoyed it as much as my husband and I did. (Sorry for the length, IMDb requires 10 lines.)",1
26648,"Being a huge die-hard Monkey Island fan, I fugured this one would be terrible since Ron Gilbert didn't make it. Boy was I surprised! Although it's still not as good as the first two, it has the comedy that I wanted. I was a little nervous about the new graphics, new SCUMM engine, and just the fact that it was on a CD. But it all came together, and it was interesting to finally hear the voices of your favorite characters. I especially enjoyed that SWORD FIGHTING had returned. And the whole story about finding the big uncursed ring was just incredible. Go ahead and try out this two-CD adventure. And now we can rejoice, because Monkey Island 4:Escape from Monkey Island is coming out REALLY REALLY soon! This fall!",1
1317,"Garlin outdoes himself as writer-director-actor in his indie production about a big guy (Garlin) wandering around Chicago with an eye for every woman he sees. The laughs keep coming almost every minute. It's a somewhat dramatic and serious story about a man looking for love, but done with great comedic writing and acting. The supporting roles are also very well done and very funny and really make the movie rich.<br /><br />Rose Abdoo is hysterical in her receptionist role taking you right into the mood of the rest of the film. Sara Silverman is awesome with some of the great bits she does with Jeff. Bonnie Hunt is classically great in her role. I only wish there was more of her in the film, as I think most will agree. It's certainly refreshing to see her in a tight leather outfit.<br /><br />David Pasquesi was the aloof detached sidekick, and voice of reason. Mina Kolb plays Jeff's mother who he lives with. There were numerous other cameos, all of them done very well.<br /><br />At the premier Jeff mentioned his inability to do more with Bonnie due to production issues. Still, it's good to leave you wanting more. I think it's that indie thing of keeping some things ambiguous to let the audience do some thinking for themselves to fill in the blanks. The wordy title should clue you in to this.<br /><br />Jeff said some of the basic characters were based on his past relationships. This explains why they work so well. Real life people are always unusually colorful and makes great characters. He departs quite a bit from what you might expect, having seen Curb Your Enthusiasm and some of his other work. It's one of those break out things where an actor takes some risks to do something they maybe always wanted to do but couldn't.<br /><br />I think it's noteworthy that Garlin's improv Second City background, and Hunt's for that matter, set the style here of acting being the focus of the story and the directing. It's perhaps a new innovative hybrid of improv meets indie film-making.",1
1310,"I suppose this movie is not your typical Spanish thriller as it is based in a real story that took place abroad. The movie is based in the real story of French man Jean-Claude Romand, and the real case is much more gory and scary than the film. In the real story of Mr. Romand the family didn't escape, after years of lies he decided to end it all by killing his wife, two children, parents and dog, and although he tried to kill himself, it seems he didn't try very hard as he survived. I watched the movie with people next to me talking about how it could never happen in real life that all these lies went undetected, I was laughing as I had read the book about Mr. Romand, and knew it did happen. I like José Coronado in this movie, he offered us a good performance, as the rest of the crew.",1
1311,"admittedly, I first picked up Ranma 1/2 when I was around twelve. I was in the library and searched desperately for something good to read. Then, I went to the Comic/Manga section and spotted this book. At my first few reads through the chapters I didn't really know what was going on, but I knew that I LOVED it. I even took it home for a few more reads over. Frankly, I wasn't getting anywhere. And then, about five months (I'm 16 now) ago my friend was watching some anime series and I remembered about this Manga. I couldn't remember what it was called, but recalled that the author was Rumiko Takahashi, creator of Inu Yasha. I Googled it, and then made a rash decision to watch all 161 episodes. At first I was a little thrown off by the 1990 graphics, but it didn't really matter in the end. No anime has ever made me laugh so hard and rewind, watch again. I once watched 45 consecutive episodes within a day. I don't know how I did it... but I couldn't stop. Eventually, after about two days, I grew obsessed. I even dreamt--as crazy as this sounds--about watching Ranma. Never have I found a series so enjoyable, so funny, and so heartwarming to watch. To this day 161 episodes are not enough to keep me satisfied. Of course the cliffhanger ending was enough to make me go bonkers, but the series alone was enough to make me continue reading. <br /><br />Ranma 1/2 is about a boy named Ranma Saotome and his dad Genma Saotome. INTENSE martial artists. They are so intense, that they went to the ancient training grounds in China and became 'cursed'. The grounds were full of different pools of springs, and if you land in one, you take the shape of whatever drowned there when doused in cold water. For Genma, that was a PANDA, and for Ranma that was a... girl! It's a very crafty fun loving story. On top of that, Genma promises his friend that Ranma will marry one of his daughters to keep the Tendo dojo alive. 'Course the one he gets matched up with hates his guts and the feelings mutual. Obviously they start to like one another, but both way to stubborn to admit it. But.. Genma has a history of doing this. He promised Ranma to many girls. <br /><br />Trust me. It's worth watching. It's humorous, heartwarming and all around amazing.",1
39321,"The many comments made by others have been very informative and I join in their calls for the release of Porgy and Bess, the 1959 film.<br /><br />In my early teens I joined a record club and this album was one of the free ones I chose for joining. I knew some of the voices were dubbed, but only Robert McFerrin was acknowledged on the album. Recently my daughter purchased a CD from Austria, I think. The quality is excellent, so I am confused about why it is available in Europe by CBS Records, Inc, when I have had no luck in local stores.<br /><br />Actually, I never saw the movie but for years have pleaded with local video stores to get it. Now I know why it has never been available.<br /><br />I add my voice to others who plead with the heirs of the property and rights and that they agree to release it, however imperfect they perceive it to be - the beauty of the music and story reached so many of us who would never have had the experience otherwise.<br /><br />Trudy",1
1313,"Having just watched this film again from a 1998 showing off VH-1, I just had to comment.<br /><br />The first time I saw this film on TV, it was about 1981, and I remember taping it off of my mother's betamax. It wound up taping in black and white for some reason, which gave it a period look that I grew to like.<br /><br />I remember very distinctively the film beginning with the song, ""My Bonnie"", as the camera panned over a scene of Liverpool. I also remember the opening scene where Paul gestures to some girls and says, ""Look, talent!"" So it was with great irritation that I popped in my 1998 taped version and ""remembered"" that the film opens with ""She Loves You"", instead of ""My Bonnie"". When you see how slowly the camera pans vs. the speed of the music, you can see that ""She Loves You"" just doesn't fit. Also, in this ""later"" version when Paul sees the girls, he says, ""Look, GIRLS!""..and somehow having remembered the earlier version, THAT word just didn't seem to fit, either. Why they felt they had to Americanize this film for American audiences is beyond me. Personally, if I'm going to watch a film about a British band, I want all of the British colloquialisms and such that would be a part of their speech, mannerisms, etc.<br /><br />Another irritation was how ""choppy"" the editing was for television. Just after Stu gets beaten, for example, the film cuts to a commercial break-LOTS of 'em. Yeah, I know it depends on the network, but it really ruins the effect of a film to have it sliced apart, as we all know. What some people might find as insignificant in terms of dialogue (and thereby okay to edit), may actually go the way of explaining a particular action or scene that follows.<br /><br />My point is, the ""best"" version of this film was probably the earlier version I taped from 1981, which just so happened to include the ""Shake, Rattle & Roll"" scene that my 1998 version didn't. I started to surmise that there had to have been two different versions made for television, and a look at the ""alternate versions"" link regarding this film proved me right. That the American version had some shorter/cut/different scenes and/or dialogue is a huge disappointment to me and something worth mentioning if one cares about such things. Imo, ones best bet is to try and get a hold of the European version of this film, if possible, and (probably even less possible), an unedited version. Sadly, I had to discard my old betamax European version because I didn't know how to convert it.<br /><br />All that aside, I found this film to be, perhaps, one of the best films regarding the story behind the ""birth of the Beatles"". Being well aware that artistic and creative license is often used in movies and TV when portraying events in history, I didn't let any discrepancies mar my enjoyment of the film. Sure, you see the Beatles perform songs at the Cavern that made me wonder, ""Did they even write that back then?? I don't think so"", but, nevertheless, I thought it was a great film and the performances, wonderful.<br /><br />The real stand-out for me, in fact, was the actor who played John, Stephen MacKenna. I just about fell in love with him. His look, mannerisms, personality and speaking voice seemed to be spot-on. He looked enough like a young John for me to do a double-take towards the end of the film when you see the Beatles performing on Ed Sullivan for the first time. I actually found myself questioning whether or not it was actual Beatle footage, until I saw the other actors in the scene.<br /><br />If you're looking for a dead accurate history of The Beatles' life and beginnings, you can't get any better than, ""The Beatles' Anthology"", as it was ""written"" by the boys', themselves. However, if you're looking for a fun snapshot of their pre-Beatlemania days leading up to their arrival in America and you leave your anal critical assessments at the door, you can't go wrong with the ""Birth of the Beatles""--a MUST for any ""real"" or casual Beatle fan.",1
39323,"For all of the Has-Beens or Never Was's or for the curious, this film is for you....Ever played a sport, or wondered what it felt like after the lights went down and the crowd left..this film explores that and more.<br /><br />Robin Williams(Jack Dundee) is a small town assistant banker in Taft CA., whose life has been plagued, by a miscue in a BIG rival high school football game 13 years ago, when he dropped the pass that would have won over Bakersfield, their Arch-Rival, that takes great pleasure in pounding the Taft Rockets, season after season . Kurt Russell(Reno Hightower) was the Quarterback in that famous game, and is the local legend, that now is a van repair specialist, whose life is fading into lethargy, like the town of Taft itself.<br /><br />Williams gets an idea to remake history, by replaying the GAME ! He meets with skeptical resistance, so he goes on a one man terror spree, and literally paints the town , orange, yellow and black , to raise the ire of the residents to recreate THE game . After succeeding, the players from that 1972 team reunite, and try to get in shape to practice, which is hysterical . The game is on , Bakesfield is loaded with all of the high tech gadgets, game strategies, and sophisticated training routines . Taft is drawing plays in the mud, with sticks, stones, and bottle caps, what a riot ! Does Taft overcome the odds, does Robin Willians purge the demons from his bowels, does Kurt Russell rise from lethargy, watch ""The Best of Times"" for one of the BEST viewing experiences ever!<br /><br />One of Robin Williams best UNDERSTATED performances, the chemistry between Robin and Russell is magic . And who is Kid Lester ???<br /><br />Holly Palance and Pamela Reed give memorable performances as the wives of Williams and Russell. Succeeds on Many Levels. A 10 !",1
1314,"Simply put, Oliver! is one of the greatest musicals of all time. It is filled with memorable songs - ""Food Glorious Food"", ""Oliver!"", ""Consider Yourself"" and ""Oom-Pah-Pah"" to name just a few - and equally memorable characters.<br /><br />The film is a musical adaptation of Charles Dickens' classic novel and much like the story of Oliver Twist itself, it is a perfect family film. There are some frightening moments - the villain Bill Sykes played by Oliver Reed is scary enough on his own - but overall, the film will appeal to children of all ages as well as adults.<br /><br />The story - which almost everyone is surely familiar with by now - revolves around a little orphan boy named Oliver and his life growing up in London. At first he lives in the workhouse with the rest of his fellow orphans but after daring to question Mr. Bumble, the overseer, he is sold to a family as a servant.<br /><br />After a series of mishaps and close shaves, he meets the Artful Dodger - superbly played by a young Jack Wild, who gives his all in the role - and through him, the greedy Fagin (Ron Moody), who trains young boys to pick pocket treasures which he keeps for himself.<br /><br />The film was shot solely in studios and on soundstages at Shepperton Film Studios but this does not translate at all to film. The sets perfectly replicate Victorian London, as do the costumes worn by the characters. A multi-Oscar winner and a massive success on its release, Oliver! is a worthy contender for the best musical all of time and will delight anyone who loves film.",1
39320,"I love this show. My girlfriend was gonna get an abortion until we both watched Wonder Showzen one night. Luckily, she killed herself before the baby was born. Though technically I think it was considered a murder-suicide.<br /><br />My first thoughts upon seeing Wonder Showzen? Now I know what God watches when He jerks off all the time.<br /><br />Wonder Showzen is to television what a toaster in the bathtub is to my self-esteem.<br /><br />You know how George W. Bush makes speaking gaffes all the time? Tyler wouldn't. Tyler's good. Tyler cuts his nails. He's Tyler. He's good. Tyyyllerrr...",1
26805,"I bought this a while back, during a massive martial arts movie phase. Although this certainly ain't the best, I do love this kind of film making, and there was a lot to keep me entertained in this one. Leung Kar Yan is one of my favorite martial arts stars, I always appreciate the fact that, whilst he lacked formal martial arts training, he usually gave a more than capable fighting performance. He also has a good beard. This movie has him in a good, heroic role and although he doesn't kick as much ass as in some of his other movies, he still acquits himself well. Early appearances from Cherie Chung and Chow Yun Fat are also nice too see, especially for the fact that Chow Yun Fat takes on the bad guys without his trademark gun play. He may not be a great fighter but he does OK. Eddy Ko is as great a bad guy as ever, he performs the same villainry as in many of his other films and does it great, as per usual. The fellow who plays Bu is good too, I don't recall his name, but he's in Magnificent Butcher too. Although the fighting isn't as good as other movies of the era, The postman fights back makes up for it with a lot of imagination, quality cinematography and a nicely quirky ambiance. There are some very nifty scenes, good characters and a good eclectic mixture of Hong Kong talents all coming together to decent effect. All in all, I would recommend this to kung fu and general Hong Kong action fans. It may not be a stylised classic like the Shaw Brothers films, or as crowd pleasing as Jackie Chan or Bruce Lee, but it is rock solid entertainment.",1
26313,"After repeatedly saying how brilliant so many Columbo episodes are, it's time to honour an episode with maximum points. ""Etude In Black"" is not 100 percent perfect, but it's certainly more than 90 percent...maybe 96 or 97! <br /><br />Last week I reviewed ""Just Married"" and compared it unfavourably to ""Meet The Parents"". Well here's one of the parents, Blythe Danner, in a much earlier role as the wife of famous orchestral conductor Alex Benedict, played by the legend that is John Cassavetes. Alex has been having an affair with Jennifer Wells, a girl in the orchestra (not his first affair, one suspects). She is blackmailing Alex to leave his wife, but as his wife's mother holds the purse strings for the orchestra, Alex doesn't think it'd be such a smart move to destroy his career and marriage overnight. Instead he hatches a plot to sneak out of the concert hall before a performance and murder his young lover while making it look like a suicide.<br /><br />Enter Columbo and guess what? It takes him about two seconds to realise that homicide is more likely than suicide. It doesn't take much longer for Columbo to connect Alex to the victim, and soon he's following him around wherever he goes. Even though Columbo is certain Alex is his man, it actually takes quite a while and a few false leads (none of which Columbo really swallows) before he has the vital piece of evidence.<br /><br />Along the way there are some top-notch extra characters, ranging from the precocious young neighbour of Jennifer Wells and the English mechanic who sounds like he would be more at home on Coronation Street, through to the bedraggled looking brass player who nearly finds himself fitted up for the murder (he had also been seeing Jennifer Wells, the busy girl!). And there's even a brief cameo from Commandant Lassard from the Police Academy films. As with Leslie Nielsen in ""Lady In Waiting"", it's impossible to take him seriously (I bet you're thinking of that speech he made at the podium, aren't you?!) <br /><br />But it's Blythe Danner, John Cassavetes and Peter Falk who steal the show here. Blythe is absolutely divine as Mrs Benedict. From the moment she spots Alex dialling Jennifer Wells' number from memory, she feels deeply troubled by exactly what their relationship was. It's a masterful performance as she struggles to trust Alex despite her intuition telling her something is very, very wrong. Columbo doesn't help matters by interrupting her game of tennis to ask her impertinent questions about Alex's relations with members of his orchestra.<br /><br />As for John Cassavetes, well it's a shame he didn't make any repeat appearances as Columbo villains, because he could have been up there with Jack Cassidy and Patrick McGoohan as one of the all-time greats of the show. But this performance is superb! He's another one who falls into the ""highly irritated"" category, losing all patience with Columbo rather than befriending him and indulging him. Despite this, when the game is finally up he does grudgingly acknowledge Columbo's genius.<br /><br />Well it's a really, really fantastic show. It loses a couple of very small points for its rather sledgehammer view of classical music, as highlighted by many of the posters here, but none of these have any bearing on the logic of the story or the characterisations. And at least the music is good, dramatic and exciting!<br /><br />Finally, if you haven't come across it, there is an absolutely amazing clip of John Cassavetes and Peter Falk on the Dick Cavett show from the early 70s. I'm totally convinced Steve Coogan watched this clip and based Alan Partridge on it. Everything about the clip resembles Knowing Me Knowing You, from the cringeworthy introduction to the total humiliation of Cavett by his guests. Even the orchestra get in on the act, playing circus music while Falk, Cassavetes and their friend Ben Gazzara fool about and ridicule the host.<br /><br />It might not be strictly relevant to this review, but the Cavett show clip gives a nice insight into the deep friendship and professional relationship between Peter Falk and John Cassavetes. It's clear to see from the quality of ""Etude In Black"" just how well the pair worked together!",1
